"p0","p1","p2","p3","p4","p5","p6","p7","p8","p9","p10","p11","p12","p13","p14","Re","Mach","AoA_deg","C_d","C_l","C_m"
"(1.000073,-0.003252)","(0.950312,0.007559)","(0.811412,0.014691)","(0.611705,-0.019687)","(0.390331,-0.070470)","(0.190189,-0.085626)","(0.050755,-0.054780)","(0.000000,0.000000)","(0.048016,0.066482)","(0.185548,0.119906)","(0.385730,0.133305)","(0.608851,0.106677)","(0.810373,0.060719)","(0.950036,0.019742)","(0.999927,0.003252)","9.000000e+06","1.000000e-01","1.200000e+01","1.828582e-02","2.052372e+00","-1.829360e-01"
"(1.000003,-0.000809)","(0.950505,-0.006782)","(0.811859,-0.034024)","(0.611526,-0.079164)","(0.389088,-0.103556)","(0.188536,-0.083475)","(0.049666,-0.044209)","(0.000000,-0.000000)","(0.049332,0.055389)","(0.187910,0.102843)","(0.388357,0.113876)","(0.610987,0.081237)","(0.811626,0.035090)","(0.950457,0.007535)","(0.999997,0.000809)","9.000000e+06","1.000000e-01","1.200000e+01","1.407342e-02","1.389214e+00","-1.816724e-02"
"(1.000002,-0.000757)","(0.950448,0.010527)","(0.811654,0.028233)","(0.611180,0.024815)","(0.388742,-0.000661)","(0.188340,-0.026223)","(0.049622,-0.032664)","(0.000000,0.000000)","(0.049273,0.076214)","(0.187772,0.150816)","(0.388164,0.179481)","(0.610788,0.147186)","(0.811487,0.080179)","(0.950413,0.021652)","(0.999998,0.000757)","9.000000e+06","1.000000e-01","1.200000e+01","2.690567e-02","2.217519e+00","-2.341083e-01"
"(1.000072,-0.003032)","(0.950223,0.010916)","(0.811155,0.024861)","(0.611544,-0.011997)","(0.390479,-0.073348)","(0.190383,-0.089719)","(0.050812,-0.054572)","(0.000000,0.000000)","(0.047937,0.066653)","(0.185335,0.123213)","(0.385555,0.134353)","(0.608887,0.100079)","(0.810470,0.053729)","(0.950060,0.017816)","(0.999928,0.003032)","9.000000e+06","1.000000e-01","1.200000e+01","1.840544e-02","2.111097e+00","-1.900484e-01"
"(1.000032,-0.003069)","(0.950430,0.004972)","(0.811610,0.012776)","(0.611387,-0.012099)","(0.389320,-0.055179)","(0.189025,-0.073172)","(0.050072,-0.052696)","(0.000000,0.000000)","(0.048710,0.076867)","(0.186828,0.135866)","(0.387242,0.142508)","(0.610159,0.104763)","(0.811162,0.055388)","(0.950297,0.017646)","(0.999968,0.003069)","9.000000e+06","1.000000e-01","1.200000e+01","1.616860e-02","2.091899e+00","-1.647349e-01"
"(1.000073,-0.003030)","(0.950596,-0.004707)","(0.812474,-0.030238)","(0.613371,-0.087488)","(0.391811,-0.127250)","(0.190957,-0.111919)","(0.050898,-0.057193)","(0.000000,0.000000)","(0.048411,0.045882)","(0.186401,0.076877)","(0.386691,0.084896)","(0.609584,0.069450)","(0.810813,0.038585)","(0.950186,0.012260)","(0.999927,0.003030)","9.000000e+06","1.000000e-01","1.200000e+01","1.351724e-02","1.404105e+00","-4.397121e-02"
"(1.000060,-0.003996)","(0.950591,-0.007248)","(0.812178,-0.028889)","(0.612516,-0.083739)","(0.390693,-0.130178)","(0.190044,-0.119200)","(0.050475,-0.063844)","(-0.000000,0.000000)","(0.048636,0.058765)","(0.186904,0.090113)","(0.387580,0.077349)","(0.610627,0.042205)","(0.811492,0.016829)","(0.950372,0.007379)","(0.999940,0.003996)","9.000000e+06","1.000000e-01","1.200000e+01","1.240921e-02","1.302249e+00","1.177807e-02"
"(0.999991,-0.001069)","(0.950449,-0.003939)","(0.811620,-0.014723)","(0.611019,-0.028550)","(0.388426,-0.037270)","(0.187900,-0.042253)","(0.049191,-0.038771)","(0.000000,0.000000)","(0.050167,0.076955)","(0.189438,0.140233)","(0.390048,0.155149)","(0.612268,0.119558)","(0.812253,0.060284)","(0.950609,0.015045)","(1.000009,0.001069)","9.000000e+06","1.000000e-01","1.200000e+01","1.624654e-02","1.809764e+00","-1.019149e-01"
"(0.999997,-0.000462)","(0.950533,0.006772)","(0.811896,0.020438)","(0.611393,0.017869)","(0.388706,-0.004508)","(0.188065,-0.025609)","(0.049276,-0.032470)","(0.000000,-0.000000)","(0.050132,0.082657)","(0.189445,0.159848)","(0.390073,0.179225)","(0.612254,0.133619)","(0.812235,0.065998)","(0.950607,0.016812)","(1.000003,0.000462)","9.000000e+06","1.000000e-01","1.200000e+01","2.068596e-02","2.199149e+00","-1.954288e-01"
"(1.000112,-0.004234)","(0.950497,-0.000559)","(0.812065,-0.012094)","(0.612981,-0.064880)","(0.391856,-0.117473)","(0.191339,-0.116238)","(0.051213,-0.063915)","(0.000000,0.000000)","(0.048025,0.056270)","(0.185845,0.090891)","(0.386323,0.091109)","(0.609455,0.068045)","(0.810724,0.038455)","(0.950101,0.014386)","(0.999888,0.004234)","9.000000e+06","1.000000e-01","1.200000e+01","1.433654e-02","1.617930e+00","-8.157827e-02"
"(1.000008,-0.000384)","(0.950258,0.011262)","(0.811402,0.017168)","(0.611548,-0.014466)","(0.389840,-0.055248)","(0.189477,-0.061353)","(0.050255,-0.037035)","(0.000000,0.000000)","(0.048417,0.055310)","(0.185881,0.119316)","(0.385647,0.155367)","(0.608594,0.133913)","(0.810282,0.073479)","(0.950097,0.019350)","(0.999992,0.000384)","9.000000e+06","1.000000e-01","1.200000e+01","3.163210e-02","1.891345e+00","-2.001719e-01"
"(1.000033,-0.003017)","(0.950500,-0.001601)","(0.811866,-0.010996)","(0.611683,-0.038256)","(0.389440,-0.063359)","(0.189047,-0.071633)","(0.050089,-0.051667)","(0.000000,0.000000)","(0.048753,0.069165)","(0.186937,0.119358)","(0.387275,0.132614)","(0.610029,0.111391)","(0.811034,0.064284)","(0.950268,0.019423)","(0.999967,0.003017)","9.000000e+06","1.000000e-01","1.200000e+01","1.735047e-02","1.819324e+00","-1.250951e-01"
"(1.000004,-0.000890)","(0.950478,0.001064)","(0.811766,-0.005345)","(0.611319,-0.014293)","(0.388813,-0.017691)","(0.188377,-0.029152)","(0.049656,-0.033311)","(-0.000000,0.000000)","(0.049243,0.066288)","(0.187725,0.127801)","(0.388065,0.162598)","(0.610633,0.150908)","(0.811376,0.088616)","(0.950386,0.023294)","(0.999996,0.000890)","9.000000e+06","1.000000e-01","1.200000e+01","3.198677e-02","1.748697e+00","-1.581077e-01"
"(1.000033,-0.004091)","(0.950454,0.003463)","(0.811632,0.013810)","(0.611271,-0.001349)","(0.389050,-0.038047)","(0.188791,-0.065720)","(0.049973,-0.055833)","(-0.000000,0.000000)","(0.048826,0.084915)","(0.187091,0.142909)","(0.387557,0.145235)","(0.610366,0.109753)","(0.811239,0.061937)","(0.950312,0.020848)","(0.999967,0.004091)","9.000000e+06","1.000000e-01","1.200000e+01","1.664964e-02","2.177735e+00","-1.759037e-01"
"(1.000017,-0.002272)","(0.950551,-0.009016)","(0.812034,-0.038132)","(0.611884,-0.082061)","(0.389533,-0.104309)","(0.188938,-0.089632)","(0.049909,-0.051393)","(-0.000000,0.000000)","(0.049080,0.057493)","(0.187515,0.097346)","(0.387950,0.103858)","(0.610656,0.079393)","(0.811440,0.039963)","(0.950399,0.010909)","(0.999983,0.002272)","9.000000e+06","1.000000e-01","1.200000e+01","1.309081e-02","1.386948e+00","-1.594606e-02"
"(1.000008,-0.000956)","(0.950493,-0.001405)","(0.811882,-0.017282)","(0.611644,-0.048198)","(0.389274,-0.066911)","(0.188753,-0.062400)","(0.049841,-0.040583)","(-0.000000,-0.000000)","(0.049046,0.059185)","(0.187350,0.113601)","(0.387634,0.138751)","(0.610314,0.118592)","(0.811232,0.064280)","(0.950352,0.016358)","(0.999992,0.000956)","9.000000e+06","1.000000e-01","1.200000e+01","2.111622e-02","1.639518e+00","-1.066501e-01"
"(1.000002,-0.000749)","(0.950492,-0.003403)","(0.811809,-0.022076)","(0.611422,-0.055165)","(0.388959,-0.074489)","(0.188449,-0.065666)","(0.049638,-0.040868)","(0.000000,0.000000)","(0.049338,0.061190)","(0.187915,0.116135)","(0.388342,0.135350)","(0.610946,0.106976)","(0.811587,0.053372)","(0.950445,0.012787)","(0.999998,0.000749)","9.000000e+06","1.000000e-01","1.200000e+01","1.753809e-02","1.603049e+00","-7.859580e-02"
"(1.000044,-0.001931)","(0.950494,-0.000508)","(0.812191,-0.019624)","(0.612923,-0.073102)","(0.391330,-0.113882)","(0.190539,-0.100382)","(0.050671,-0.050715)","(0.000000,0.000000)","(0.048461,0.046464)","(0.186274,0.087147)","(0.386369,0.104229)","(0.609302,0.086075)","(0.810696,0.046064)","(0.950186,0.013018)","(0.999956,0.001931)","9.000000e+06","1.000000e-01","1.200000e+01","1.538615e-02","1.550713e+00","-8.458039e-02"
"(1.000055,-0.002898)","(0.950411,0.003751)","(0.811708,0.001892)","(0.611985,-0.038067)","(0.390368,-0.085554)","(0.189991,-0.091182)","(0.050555,-0.054504)","(0.000000,0.000000)","(0.048307,0.063610)","(0.186087,0.113936)","(0.386378,0.124115)","(0.609455,0.094853)","(0.810775,0.050929)","(0.950176,0.016112)","(0.999945,0.002898)","9.000000e+06","1.000000e-01","1.200000e+01","1.650276e-02","1.878628e+00","-1.375383e-01"
"(1.000058,-0.002644)","(0.950488,-0.000246)","(0.812072,-0.014912)","(0.612931,-0.075888)","(0.391677,-0.133398)","(0.190883,-0.119326)","(0.050783,-0.057453)","(0.000000,-0.000000)","(0.048425,0.049615)","(0.186335,0.087234)","(0.386823,0.087079)","(0.610099,0.052753)","(0.811280,0.021071)","(0.950323,0.007235)","(0.999942,0.002644)","9.000000e+06","1.000000e-01","1.200000e+01","1.397658e-02","1.440893e+00","-3.978403e-02"
"(1.000027,-0.003610)","(0.950563,-0.010695)","(0.812033,-0.038049)","(0.611803,-0.071645)","(0.389389,-0.085616)","(0.188881,-0.082396)","(0.049943,-0.056045)","(0.000000,0.000000)","(0.049020,0.065680)","(0.187471,0.103447)","(0.387921,0.108014)","(0.610570,0.091010)","(0.811341,0.053141)","(0.950358,0.016385)","(0.999973,0.003610)","9.000000e+06","1.000000e-01","1.200000e+01","1.380777e-02","1.477660e+00","-3.477574e-02"
"(1.000063,-0.004172)","(0.950604,-0.008040)","(0.812213,-0.031024)","(0.612525,-0.083745)","(0.390645,-0.126161)","(0.190015,-0.116511)","(0.050487,-0.064170)","(0.000000,0.000000)","(0.048618,0.059557)","(0.186892,0.090309)","(0.387545,0.079147)","(0.610539,0.047748)","(0.811412,0.021979)","(0.950347,0.008980)","(0.999937,0.004172)","9.000000e+06","1.000000e-01","1.200000e+01","1.234744e-02","1.327394e+00","5.505319e-03"
"(1.000001,-0.001965)","(0.950487,-0.008726)","(0.811762,-0.033543)","(0.611290,-0.056968)","(0.388772,-0.059941)","(0.188286,-0.057163)","(0.049541,-0.044365)","(-0.000000,0.000000)","(0.049482,0.066495)","(0.188195,0.115188)","(0.388670,0.132038)","(0.611199,0.114592)","(0.811710,0.064592)","(0.950473,0.017224)","(0.999999,0.001965)","9.000000e+06","1.000000e-01","1.200000e+01","1.763725e-02","1.523258e+00","-5.822386e-02"
"(1.000034,-0.002611)","(0.950528,-0.003523)","(0.812013,-0.020865)","(0.612012,-0.058326)","(0.389841,-0.085418)","(0.189323,-0.082779)","(0.050184,-0.051636)","(-0.000000,0.000000)","(0.048729,0.061202)","(0.186882,0.106523)","(0.387200,0.119420)","(0.609985,0.098908)","(0.811033,0.055146)","(0.950274,0.016135)","(0.999966,0.002611)","9.000000e+06","1.000000e-01","1.200000e+01","1.599040e-02","1.647079e+00","-8.859667e-02"
"(0.999995,-0.000776)","(0.950516,0.004781)","(0.811849,0.015035)","(0.611401,0.020080)","(0.388816,0.010924)","(0.188159,-0.013813)","(0.049302,-0.030841)","(0.000000,0.000000)","(0.050092,0.081999)","(0.189348,0.156038)","(0.390006,0.180904)","(0.612295,0.147803)","(0.812305,0.080099)","(0.950630,0.021061)","(1.000005,0.000776)","9.000000e+06","1.000000e-01","1.200000e+01","2.596249e-02","2.101166e+00","-1.964579e-01"
"(0.999997,-0.001075)","(0.950477,-0.001850)","(0.811712,-0.010497)","(0.611195,-0.020987)","(0.388659,-0.026337)","(0.188147,-0.035245)","(0.049405,-0.036552)","(-0.000000,0.000000)","(0.049743,0.073113)","(0.188675,0.135748)","(0.389232,0.159547)","(0.611677,0.135121)","(0.811973,0.074311)","(0.950542,0.019218)","(1.000003,0.001075)","9.000000e+06","1.000000e-01","1.200000e+01","2.201359e-02","1.806096e+00","-1.307929e-01"
"(1.000016,-0.001341)","(0.950430,0.004436)","(0.811719,0.002117)","(0.611714,-0.038381)","(0.389747,-0.085136)","(0.189246,-0.083655)","(0.050071,-0.046804)","(0.000000,-0.000000)","(0.048779,0.062455)","(0.186834,0.120206)","(0.387166,0.133030)","(0.610152,0.093682)","(0.811233,0.043166)","(0.950345,0.011638)","(0.999984,0.001341)","9.000000e+06","1.000000e-01","1.200000e+01","1.707594e-02","1.834577e+00","-1.232383e-01"
"(1.000062,-0.004555)","(0.950429,0.003940)","(0.811557,0.013743)","(0.611403,-0.010483)","(0.389518,-0.057234)","(0.189370,-0.081966)","(0.050343,-0.060721)","(-0.000000,0.000000)","(0.048411,0.081412)","(0.186423,0.134783)","(0.386934,0.132801)","(0.609950,0.096345)","(0.811011,0.053933)","(0.950218,0.019403)","(0.999938,0.004555)","9.000000e+06","1.000000e-01","1.200000e+01","1.572012e-02","2.107866e+00","-1.602287e-01"
"(1.000062,-0.003806)","(0.950477,0.000313)","(0.811811,-0.004145)","(0.611774,-0.031695)","(0.389762,-0.063056)","(0.189507,-0.077183)","(0.050424,-0.055897)","(0.000000,0.000000)","(0.048377,0.070341)","(0.186332,0.118661)","(0.386631,0.130102)","(0.609459,0.111089)","(0.810660,0.066883)","(0.950133,0.021544)","(0.999938,0.003806)","9.000000e+06","1.000000e-01","1.200000e+01","1.799938e-02","1.896360e+00","-1.455496e-01"
"(1.000001,-0.000290)","(0.950494,-0.004133)","(0.811821,-0.026309)","(0.611420,-0.054781)","(0.388924,-0.063110)","(0.188412,-0.053613)","(0.049623,-0.035956)","(0.000000,0.000000)","(0.049350,0.057562)","(0.187928,0.112339)","(0.388330,0.140476)","(0.610904,0.121947)","(0.811554,0.065242)","(0.950437,0.015360)","(0.999999,0.000290)","9.000000e+06","1.000000e-01","1.200000e+01","2.232748e-02","1.504398e+00","-7.954989e-02"
"(1.000016,-0.002196)","(0.950488,-0.000742)","(0.811811,-0.009330)","(0.611626,-0.050694)","(0.389421,-0.094313)","(0.188913,-0.091009)","(0.049895,-0.052310)","(0.000000,0.000000)","(0.049034,0.066981)","(0.187397,0.119019)","(0.387874,0.119915)","(0.610710,0.076206)","(0.811512,0.032113)","(0.950415,0.009342)","(0.999984,0.002196)","9.000000e+06","1.000000e-01","1.200000e+01","1.373203e-02","1.694060e+00","-7.057761e-02"
"(1.000014,-0.000808)","(0.950437,0.002659)","(0.811910,-0.009722)","(0.612152,-0.052456)","(0.390222,-0.087156)","(0.189595,-0.078725)","(0.050240,-0.042431)","(0.000000,0.000000)","(0.048647,0.051203)","(0.186491,0.103778)","(0.386525,0.130209)","(0.609402,0.109260)","(0.810762,0.057763)","(0.950231,0.014787)","(0.999986,0.000808)","9.000000e+06","1.000000e-01","1.200000e+01","2.005582e-02","1.679773e+00","-1.235695e-01"
"(1.000030,-0.002339)","(0.950417,0.005076)","(0.811636,0.008441)","(0.611479,-0.017085)","(0.389424,-0.053363)","(0.189115,-0.066963)","(0.050131,-0.047832)","(-0.000000,0.000000)","(0.048620,0.070019)","(0.186602,0.128933)","(0.386863,0.146292)","(0.609745,0.118088)","(0.810906,0.065310)","(0.950234,0.019335)","(0.999970,0.002339)","9.000000e+06","1.000000e-01","1.200000e+01","1.920803e-02","2.023770e+00","-1.744414e-01"
"(1.000090,-0.004399)","(0.950539,-0.002777)","(0.812051,-0.015013)","(0.612672,-0.069127)","(0.391292,-0.124982)","(0.190739,-0.121574)","(0.050866,-0.065999)","(0.000000,0.000000)","(0.048283,0.060488)","(0.186329,0.094343)","(0.387049,0.082812)","(0.610288,0.047578)","(0.811303,0.021587)","(0.950283,0.009740)","(0.999910,0.004399)","9.000000e+06","1.000000e-01","1.200000e+01","1.348109e-02","1.476546e+00","-3.183757e-02"
"(1.000034,-0.001891)","(0.950406,0.004194)","(0.811751,-0.000376)","(0.612236,-0.053690)","(0.390799,-0.113196)","(0.190179,-0.105757)","(0.050474,-0.052586)","(-0.000000,0.000000)","(0.048500,0.055980)","(0.186338,0.105456)","(0.386732,0.110413)","(0.610006,0.068933)","(0.811240,0.027709)","(0.950332,0.008262)","(0.999966,0.001891)","9.000000e+06","1.000000e-01","1.200000e+01","1.570474e-02","1.670170e+00","-8.664332e-02"
"(0.999988,-0.002368)","(0.950421,-0.012414)","(0.811540,-0.041443)","(0.610911,-0.070902)","(0.388351,-0.079100)","(0.187907,-0.070928)","(0.049274,-0.049527)","(-0.000000,0.000000)","(0.049864,0.070460)","(0.188827,0.116153)","(0.389322,0.118421)","(0.611692,0.087872)","(0.811959,0.043603)","(0.950539,0.011608)","(1.000012,0.002368)","9.000000e+06","1.000000e-01","1.200000e+01","1.217232e-02","1.441092e+00","-5.130359e-03"
"(1.000009,-0.002269)","(0.950466,0.004058)","(0.811703,0.010247)","(0.611318,-0.014479)","(0.388965,-0.055897)","(0.188534,-0.069230)","(0.049715,-0.048971)","(0.000000,0.000000)","(0.049204,0.078017)","(0.187690,0.140893)","(0.388153,0.145982)","(0.610858,0.099972)","(0.811553,0.047590)","(0.950425,0.014149)","(0.999991,0.002269)","9.000000e+06","1.000000e-01","1.200000e+01","1.503580e-02","2.047665e+00","-1.437034e-01"
"(1.000025,-0.002242)","(0.950450,0.002939)","(0.811728,0.001482)","(0.611577,-0.028747)","(0.389463,-0.065581)","(0.189065,-0.073439)","(0.050057,-0.048882)","(0.000000,0.000000)","(0.048759,0.068810)","(0.186871,0.125652)","(0.387205,0.139246)","(0.610073,0.107663)","(0.811116,0.056942)","(0.950299,0.016645)","(0.999975,0.002242)","9.000000e+06","1.000000e-01","1.200000e+01","1.678448e-02","1.937838e+00","-1.456215e-01"
"(0.999998,-0.000859)","(0.950459,-0.008842)","(0.811648,-0.036812)","(0.611092,-0.064185)","(0.388564,-0.067135)","(0.188108,-0.056197)","(0.049414,-0.039459)","(0.000000,0.000000)","(0.049682,0.062393)","(0.188554,0.113738)","(0.389089,0.133000)","(0.611551,0.110784)","(0.811896,0.057826)","(0.950518,0.013664)","(1.000002,0.000859)","9.000000e+06","1.000000e-01","1.200000e+01","1.689574e-02","1.451932e+00","-4.069005e-02"
"(0.999986,-0.001056)","(0.950478,-0.000341)","(0.811771,0.002041)","(0.611347,0.006562)","(0.388788,0.003630)","(0.188032,-0.016853)","(0.049073,-0.033491)","(-0.000000,0.000000)","(0.050661,0.085989)","(0.190350,0.157500)","(0.391066,0.175004)","(0.613092,0.137805)","(0.812707,0.072439)","(0.950732,0.018787)","(1.000014,0.001056)","9.000000e+06","1.000000e-01","1.200000e+01","2.174267e-02","2.005690e+00","-1.525013e-01"
"(1.000016,-0.001338)","(0.950491,-0.000761)","(0.811940,-0.016299)","(0.612034,-0.064346)","(0.390000,-0.104763)","(0.189366,-0.092264)","(0.050094,-0.047935)","(0.000000,0.000000)","(0.048851,0.055434)","(0.186998,0.104590)","(0.387346,0.115865)","(0.610272,0.082099)","(0.811299,0.036976)","(0.950368,0.009464)","(0.999984,0.001338)","9.000000e+06","1.000000e-01","1.200000e+01","1.523200e-02","1.581787e+00","-6.931828e-02"
"(1.000017,-0.002841)","(0.950495,-0.002195)","(0.811807,-0.010474)","(0.611456,-0.032796)","(0.389065,-0.054254)","(0.188641,-0.064355)","(0.049817,-0.049945)","(0.000000,0.000000)","(0.049078,0.073526)","(0.187496,0.126988)","(0.387910,0.138743)","(0.610582,0.113256)","(0.811363,0.063720)","(0.950369,0.018906)","(0.999983,0.002841)","9.000000e+06","1.000000e-01","1.200000e+01","1.653082e-02","1.864051e+00","-1.249327e-01"
"(1.000011,-0.000961)","(0.950473,0.000878)","(0.811864,-0.010846)","(0.611645,-0.034831)","(0.389279,-0.048765)","(0.188818,-0.050811)","(0.049935,-0.037716)","(0.000000,0.000000)","(0.048872,0.058423)","(0.186991,0.114369)","(0.387106,0.147737)","(0.609749,0.136690)","(0.810867,0.079356)","(0.950252,0.020817)","(0.999989,0.000961)","9.000000e+06","1.000000e-01","1.200000e+01","2.941895e-02","1.644966e+00","-1.366928e-01"
"(1.000003,-0.002818)","(0.950489,-0.006124)","(0.811766,-0.021399)","(0.611313,-0.051240)","(0.388818,-0.075425)","(0.188336,-0.076583)","(0.049573,-0.052709)","(-0.000000,0.000000)","(0.049441,0.073774)","(0.188127,0.123906)","(0.388610,0.125018)","(0.611167,0.089384)","(0.811698,0.044468)","(0.950469,0.013125)","(0.999997,0.002818)","9.000000e+06","1.000000e-01","1.200000e+01","1.321074e-02","1.685351e+00","-6.206603e-02"
"(1.000046,-0.003168)","(0.950375,0.007325)","(0.811464,0.019220)","(0.611229,0.002129)","(0.389249,-0.034870)","(0.189138,-0.060444)","(0.050246,-0.049945)","(0.000000,0.000000)","(0.048411,0.075900)","(0.186271,0.136055)","(0.386516,0.152450)","(0.609415,0.126483)","(0.810666,0.073905)","(0.950144,0.023209)","(0.999954,0.003168)","9.000000e+06","1.000000e-01","1.200000e+01","2.083069e-02","2.178173e+00","-2.095699e-01"
"(1.000106,-0.003882)","(0.950290,0.007026)","(0.811405,0.012371)","(0.612068,-0.029457)","(0.391135,-0.087315)","(0.191003,-0.100154)","(0.051161,-0.059890)","(0.000000,0.000000)","(0.047780,0.063369)","(0.185218,0.110744)","(0.385471,0.119176)","(0.608701,0.093309)","(0.810271,0.053714)","(0.949968,0.018747)","(0.999894,0.003882)","9.000000e+06","1.000000e-01","1.200000e+01","1.713562e-02","1.983871e+00","-1.667469e-01"
"(0.999996,-0.000396)","(0.950453,-0.002615)","(0.811623,-0.010965)","(0.611052,-0.018801)","(0.388493,-0.022336)","(0.187935,-0.029066)","(0.049152,-0.033091)","(-0.000000,0.000000)","(0.050368,0.076983)","(0.189854,0.144705)","(0.390566,0.165356)","(0.612703,0.130667)","(0.812478,0.066442)","(0.950658,0.015884)","(1.000004,0.000396)","9.000000e+06","1.000000e-01","1.200000e+01","2.013714e-02","1.815480e+00","-1.162972e-01"
"(1.000001,-0.000694)","(0.950504,-0.011520)","(0.811837,-0.049906)","(0.611438,-0.096035)","(0.388942,-0.108599)","(0.188407,-0.081505)","(0.049597,-0.042685)","(-0.000000,-0.000000)","(0.049424,0.050297)","(0.188086,0.091448)","(0.388547,0.104173)","(0.611112,0.079611)","(0.811677,0.036102)","(0.950469,0.007244)","(0.999999,0.000694)","9.000000e+06","1.000000e-01","1.200000e+01","1.310229e-02","1.198818e+00","2.290146e-02"
"(1.000041,-0.001747)","(0.950244,0.010116)","(0.811350,0.016699)","(0.611588,-0.013904)","(0.390056,-0.055800)","(0.189862,-0.068108)","(0.050560,-0.044186)","(0.000000,0.000000)","(0.048130,0.058866)","(0.185485,0.117513)","(0.385247,0.148170)","(0.608167,0.131165)","(0.809944,0.076357)","(0.949961,0.022099)","(0.999959,0.001747)","9.000000e+06","1.000000e-01","1.200000e+01","2.792581e-02","1.958469e+00","-2.049945e-01"
"(0.999993,-0.002212)","(0.950489,0.002208)","(0.811773,0.009206)","(0.611288,0.008831)","(0.388725,-0.004909)","(0.188160,-0.030815)","(0.049390,-0.040818)","(0.000000,0.000000)","(0.049782,0.084751)","(0.188729,0.151650)","(0.389264,0.167769)","(0.611685,0.136151)","(0.811982,0.076032)","(0.950550,0.021803)","(1.000007,0.002212)","9.000000e+06","1.000000e-01","1.200000e+01","2.140450e-02","2.106614e+00","-1.803903e-01"
"(1.000010,-0.000975)","(0.950365,0.011321)","(0.811468,0.026711)","(0.611138,0.011782)","(0.388984,-0.023571)","(0.188710,-0.043831)","(0.049901,-0.036998)","(0.000000,0.000000)","(0.048787,0.070556)","(0.186794,0.141192)","(0.386983,0.169641)","(0.609820,0.139048)","(0.810960,0.075682)","(0.950267,0.020802)","(0.999990,0.000975)","9.000000e+06","1.000000e-01","1.200000e+01","2.817049e-02","2.129050e+00","-2.226279e-01"
"(1.000061,-0.003522)","(0.950412,0.004065)","(0.811624,0.006970)","(0.611746,-0.028124)","(0.390070,-0.077034)","(0.189801,-0.089504)","(0.050506,-0.057247)","(-0.000000,0.000000)","(0.048305,0.070246)","(0.186153,0.121815)","(0.386552,0.126767)","(0.609643,0.093685)","(0.810871,0.050569)","(0.950190,0.016958)","(0.999939,0.003522)","9.000000e+06","1.000000e-01","1.200000e+01","1.583062e-02","1.970061e+00","-1.457558e-01"
"(1.000005,-0.001686)","(0.950483,-0.000333)","(0.811767,-0.007447)","(0.611389,-0.041215)","(0.388982,-0.077187)","(0.188496,-0.076735)","(0.049667,-0.047759)","(-0.000000,0.000000)","(0.049298,0.070062)","(0.187857,0.127554)","(0.388321,0.133890)","(0.610975,0.091056)","(0.811616,0.040871)","(0.950448,0.010989)","(0.999995,0.001686)","9.000000e+06","1.000000e-01","1.200000e+01","1.398415e-02","1.795906e+00","-9.320015e-02"
"(1.000122,-0.005028)","(0.950411,0.002931)","(0.811618,0.005219)","(0.612229,-0.039967)","(0.391210,-0.101916)","(0.191020,-0.114035)","(0.051159,-0.067706)","(0.000000,0.000000)","(0.047863,0.068278)","(0.185616,0.108898)","(0.386302,0.100575)","(0.609659,0.066027)","(0.810877,0.035763)","(0.950116,0.015118)","(0.999878,0.005028)","9.000000e+06","1.000000e-01","1.200000e+01","1.500366e-02","1.811229e+00","-1.059406e-01"
"(0.999992,-0.001086)","(0.950520,0.005251)","(0.811873,0.017917)","(0.611407,0.020410)","(0.388772,0.004435)","(0.188104,-0.021120)","(0.049273,-0.034068)","(0.000000,0.000000)","(0.050128,0.084852)","(0.189402,0.159332)","(0.390024,0.178528)","(0.612260,0.139026)","(0.812269,0.073016)","(0.950623,0.019573)","(1.000008,0.001086)","9.000000e+06","1.000000e-01","1.200000e+01","2.306911e-02","2.166729e+00","-1.947079e-01"
"(1.000006,-0.000765)","(0.950491,-0.001214)","(0.811868,-0.017017)","(0.611612,-0.048112)","(0.389229,-0.066964)","(0.188706,-0.061622)","(0.049807,-0.039648)","(0.000000,0.000000)","(0.049087,0.058905)","(0.187421,0.114222)","(0.387718,0.139833)","(0.610394,0.118556)","(0.811281,0.063443)","(0.950366,0.015853)","(0.999994,0.000765)","9.000000e+06","1.000000e-01","1.200000e+01","2.113997e-02","1.637268e+00","-1.060339e-01"
"(1.000081,-0.004318)","(0.950449,0.001773)","(0.811717,0.001469)","(0.611937,-0.036198)","(0.390343,-0.085714)","(0.190087,-0.097921)","(0.050681,-0.062175)","(0.000000,0.000000)","(0.048196,0.070685)","(0.186076,0.116564)","(0.386577,0.115650)","(0.609689,0.084021)","(0.810874,0.046516)","(0.950167,0.016833)","(0.999919,0.004318)","9.000000e+06","1.000000e-01","1.200000e+01","1.505873e-02","1.881541e+00","-1.224062e-01"
